"","TABLE..","PWAT.PARM1","PWAT.PARM1.1","PWAT.PARM1.2","PWAT.PARM1.3","PWAT.PARM1.4","PWAT.PARM1.5","PWAT.PARM1.6","PWAT.PARM1.7","PWAT.PARM1.8","PWAT.PARM2","PWAT.PARM2.1","PWAT.PARM2.2","PWAT.PARM2.3","PWAT.PARM2.4","PWAT.PARM2.5","PWAT.PARM2.6","PWAT.PARM3","PWAT.PARM3.1","PWAT.PARM3.2","PWAT.PARM3.3","PWAT.PARM3.4","PWAT.PARM3.5","PWAT.PARM3.6","PWAT.PARM4","PWAT.PARM4.1","PWAT.PARM4.2","PWAT.PARM4.3","PWAT.PARM4.4","PWAT.PARM4.5","MON.INTERCEP","MON.INTERCEP.1","MON.INTERCEP.2","MON.INTERCEP.3","MON.INTERCEP.4","MON.INTERCEP.5","MON.INTERCEP.6","MON.INTERCEP.7","MON.INTERCEP.8","MON.INTERCEP.9","MON.INTERCEP.10","MON.INTERCEP.11","MON.UZSN","MON.UZSN.1","MON.UZSN.2","MON.UZSN.3","MON.UZSN.4","MON.UZSN.5","MON.UZSN.6","MON.UZSN.7","MON.UZSN.8","MON.UZSN.9","MON.UZSN.10","MON.UZSN.11","MON.MANNING","MON.MANNING.1","MON.MANNING.2","MON.MANNING.3","MON.MANNING.4","MON.MANNING.5","MON.MANNING.6","MON.MANNING.7","MON.MANNING.8","MON.MANNING.9","MON.MANNING.10","MON.MANNING.11","MON.LZETPARM","MON.LZETPARM.1","MON.LZETPARM.2","MON.LZETPARM.3","MON.LZETPARM.4","MON.LZETPARM.5","MON.LZETPARM.6","MON.LZETPARM.7","MON.LZETPARM.8","MON.LZETPARM.9","MON.LZETPARM.10","MON.LZETPARM.11","PWAT.STATE1","PWAT.STATE1.1","PWAT.STATE1.2","PWAT.STATE1.3","PWAT.STATE1.4","PWAT.STATE1.5","PWAT.STATE1.6"
"117","L51015","1","1","0","1","0","0","0","0","1","0.36","9.971313","0.125203","116.1067","0.176397","0.055023","0.995000","40.0","35.0","2.0","2.0","0.0","0.0","0.001200",NA,"1.196558","0.40","2.222417","0.432747",NA,"0.0800","0.0800","0.0800","0.1300","0.2000","0.2000","0.2000","0.2000","0.2000","0.1300","0.0800","0.0800",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.400","0.400","0.400","0.524","0.700","0.700","0.700","0.700","0.700","0.524","0.400","0.400",NA,NA,"0.3570",NA,"3.0","1.0","0.0"
"118","N51015","1","1","0","1","0","0","0","0","1","0.16","6.809214","0.058536","526.0717","0.288130","0.107499","0.951346","40.0","35.0","2.0","2.0","0.0","0.0","0.473348",NA,"0.817106","0.40","2.500000","0.412634",NA,"0.0800","0.0800","0.0800","0.1300","0.2000","0.2000","0.2000","0.2000","0.2000","0.1300","0.0800","0.0800",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.400","0.400","0.400","0.524","0.700","0.700","0.700","0.700","0.700","0.524","0.400","0.400",NA,NA,"0.3261",NA,"3.0","1.0","0.0"
"119","N51017","1","1","0","1","0","0","0","0","1","0.09","7.843256","0.034426","525.2452","0.351036","0.134223","0.967657","40.0","35.0","2.0","2.0","0.0","0.0","0.178196",NA,"0.941191","0.40","2.500000","0.327780",NA,"0.0800","0.0800","0.0800","0.1300","0.2000","0.2000","0.2000","0.2000","0.2000","0.1300","0.0800","0.0800",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.400","0.400","0.400","0.524","0.700","0.700","0.700","0.700","0.700","0.524","0.400","0.400",NA,NA,"0.3109",NA,"3.0","1.0","0.0"
"120","N51019","1","1","0","1","0","0","0","0","1","0.14","9.586002","0.053447","244.1320","0.231322","0.040562","0.982458","40.0","35.0","2.0","2.0","0.0","0.0","0.001304",NA,"1.150320","0.40","2.500000","0.438840",NA,"0.0800","0.0800","0.0800","0.1300","0.2000","0.2000","0.2000","0.2000","0.2000","0.1300","0.0800","0.0800",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.400","0.400","0.400","0.524","0.700","0.700","0.700","0.700","0.700","0.524","0.400","0.400",NA,NA,"0.3411",NA,"3.0","1.0","0.0"
"121","H51023","1","1","0","1","0","0","0","0","1","0.06","9.658436","0.053273","999.0000","0.402147","0.053709","0.993649","40.0","35.0","2.0","2.0","0.0","0.0","0.001554",NA,"1.159012","0.40","2.500000","0.447684",NA,"0.0800","0.0800","0.0800","0.1300","0.2000","0.2000","0.2000","0.2000","0.2000","0.1300","0.0800","0.0800",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.400","0.400","0.400","0.524","0.700","0.700","0.700","0.700","0.700","0.524","0.400","0.400",NA,NA,"0.2995",NA,"3.0","1.0","0.0"
"122","L51023","1","1","0","1","0","0","0","0","1","0.23","7.951753","0.043746","286.0247","0.275599","0.106203","0.977091","40.0","35.0","2.0","2.0","0.0","0.0","0.042851",NA,"0.954210","0.40","2.500000","0.412822",NA,"0.0800","0.0800","0.0800","0.1300","0.2000","0.2000","0.2000","0.2000","0.2000","0.1300","0.0800","0.0800",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.400","0.400","0.400","0.524","0.700","0.700","0.700","0.700","0.700","0.524","0.400","0.400",NA,NA,"0.3293",NA,"3.0","1.0","0.0"
"123","N51023","1","1","0","1","0","0","0","0","1","0.11","10.53231","0.039598","448.6270","0.301923","0.001189","0.963241","40.0","35.0","2.0","2.0","0.0","0.0","0.008069",NA,"1.263878","0.40","2.500000","0.486575",NA,"0.0800","0.0800","0.0800","0.1300","0.2000","0.2000","0.2000","0.2000","0.2000","0.1300","0.0800","0.0800",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.400","0.400","0.400","0.524","0.700","0.700","0.700","0.700","0.700","0.524","0.400","0.400",NA,NA,"0.3226",NA,"3.0","1.0","0.0"
"124","N51029","1","1","0","1","0","0","0","0","1","0.28","14.00000","0.015948","525.7897","0.115009","0.000321","0.937947","40.0","35.0","2.0","2.0","0.0","0.0","0.001200",NA,"1.680000","0.40","2.655692","0.300000",NA,"0.0800","0.0800","0.0800","0.1300","0.2000","0.2000","0.2000","0.2000","0.2000","0.1300","0.0800","0.0800",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.400","0.400","0.400","0.524","0.700","0.700","0.700","0.700","0.700","0.524","0.400","0.400",NA,NA,"0.3767",NA,"3.0","1.0","0.0"
"125","N51031","1","1","0","1","0","0","0","0","1","0.21","9.670606","0.055491","404.4516","0.136603","0.024262","0.992703","40.0","35.0","2.0","2.0","0.0","0.0","0.001200",NA,"1.160473","0.40","2.502500","0.436300",NA,"0.0800","0.0800","0.0800","0.1300","0.2000","0.2000","0.2000","0.2000","0.2000","0.1300","0.0800","0.0800",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.400","0.400","0.400","0.524","0.700","0.700","0.700","0.700","0.700","0.524","0.400","0.400",NA,NA,"0.3695",NA,"3.0","1.0","0.0"
"126","N51033","1","1","0","1","0","0","0","0","1","0.34","9.688905","0.048323","386.4859","0.085010","0.100E-05","0.936433","40.0","35.0","2.0","2.0","0.0","0.0","0.001200",NA,"1.162669","0.40","2.500000","0.411817",NA,"0.0800","0.0800","0.0800","0.1300","0.2000","0.2000","0.2000","0.2000","0.2000","0.1300","0.0800","0.0800",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.400","0.400","0.400","0.524","0.700","0.700","0.700","0.700","0.700","0.524","0.400","0.400",NA,NA,"0.3871",NA,"3.0","1.0","0.0"
"127","N51036","1","1","0","1","0","0","0","0","1","0.50","6.208424","0.117649","320.3887","0.048816","0.100E-05","0.937337","40.0","35.0","2.0","2.0","0.0","0.0","0.600000",NA,"0.745011","0.40","2.500000","0.850000",NA,"0.0800","0.0800","0.0800","0.1300","0.2000","0.2000","0.2000","0.2000","0.2000","0.1300","0.0800","0.0800",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.400","0.400","0.400","0.524","0.700","0.700","0.700","0.700","0.700","0.524","0.400","0.400",NA,NA,"0.4005",NA,"3.0","1.0","0.0"
"128","N51037","1","1","0","1","0","0","0","0","1","0.27","5.0","0.11","436.6525","0.098384","0.04","0.98","40.0","35.0","2.0","2.0","0.0","0.0","0.01",NA,"0.6373","0.40","1.25","0.45",NA,"0.0800","0.0800","0.0800","0.1300","0.2000","0.2000","0.2000","0.2000","0.2000","0.1300","0.0800","0.0800",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.400","0.400","0.400","0.524","0.700","0.700","0.700","0.700","0.700","0.524","0.400","0.400",NA,NA,"0.3824",NA,"3.0","1.0","0.0"
"129","N51041","1","1","0","1","0","0","0","0","1","0.32","6.133071","0.054434","214.8507","0.063867","0.175E-05","0.928719","40.0","35.0","2.0","2.0","0.0","0.0","0.600000",NA,"0.735968","0.40","2.500000","0.467684",NA,"0.0800","0.0800","0.0800","0.1300","0.2000","0.2000","0.2000","0.2000","0.2000","0.1300","0.0800","0.0800",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.400","0.400","0.400","0.524","0.700","0.700","0.700","0.700","0.700","0.524","0.400","0.400",NA,NA,"0.3948",NA,"3.0","1.0","0.0"
"130","N51043","1","1","0","1","0","0","0","0","1","0.09","6.603867","0.047962","265.9107","0.163911","0.002710","0.926134","40.0","35.0","2.0","2.0","0.0","0.0","0.049149",NA,"0.792464","0.40","2.500000","0.370251",NA,"0.0800","0.0800","0.0800","0.1300","0.2000","0.2000","0.2000","0.2000","0.2000","0.1300","0.0800","0.0800",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.400","0.400","0.400","0.524","0.700","0.700","0.700","0.700","0.700","0.524","0.400","0.400",NA,NA,"0.3609",NA,"3.0","1.0","0.0"
"131","H51045","1","1","0","1","0","0","0","0","1","0.01","6.185862","0.084280","999.0000","0.317380","0.105450","0.963906","40.0","35.0","2.0","2.0","0.0","0.0","0.600000",NA,"0.742303","0.40","2.500000","0.373813",NA,"0.0800","0.0800","0.0800","0.1300","0.2000","0.2000","0.2000","0.2000","0.2000","0.1300","0.0800","0.0800",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.400","0.400","0.400","0.524","0.700","0.700","0.700","0.700","0.700","0.524","0.400","0.400",NA,NA,"0.3188",NA,"3.0","1.0","0.0"
"132","N51045","1","1","0","1","0","0","0","0","1","0.05","6.000000","0.087488","645.4737","0.291711","0.032953","0.962015","40.0","35.0","2.0","2.0","0.0","0.0","0.600000",NA,"0.720000","0.40","2.500000","0.416010",NA,"0.0800","0.0800","0.0800","0.1300","0.2000","0.2000","0.2000","0.2000","0.2000","0.1300","0.0800","0.0800",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.400","0.400","0.400","0.524","0.700","0.700","0.700","0.700","0.700","0.524","0.400","0.400",NA,NA,"0.3252",NA,"3.0","1.0","0.0"
"133","N51047","1","1","0","1","0","0","0","0","1","0.18","7.956715","0.063317","316.2290","0.093808","0.100E-05","0.955036","40.0","35.0","2.0","2.0","0.0","0.0","0.005485",NA,"0.954806","0.40","2.586003","0.333689",NA,"0.0800","0.0800","0.0800","0.1300","0.2000","0.2000","0.2000","0.2000","0.2000","0.1300","0.0800","0.0800",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.400","0.400","0.400","0.524","0.700","0.700","0.700","0.700","0.700","0.524","0.400","0.400",NA,NA,"0.3840",NA,"3.0","1.0","0.0"
"134","N51049","1","1","0","1","0","0","0","0","1","0.28","14.00000","0.011322","432.5317","0.090820","0.000157","0.936345","40.0","35.0","2.0","2.0","0.0","0.0","0.001200",NA,"1.680000","0.40","2.500000","0.326878",NA,"0.0800","0.0800","0.0800","0.1300","0.2000","0.2000","0.2000","0.2000","0.2000","0.1300","0.0800","0.0800",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.400","0.400","0.400","0.524","0.700","0.700","0.700","0.700","0.700","0.524","0.400","0.400",NA,NA,"0.3850",NA,"3.0","1.0","0.0"
"135","N51053","1","1","0","1","0","0","0","0","1","0.53","6.208424","0.117649","398.5893","0.053735","0.100E-05","0.937337","40.0","35.0","2.0","2.0","0.0","0.0","0.600000",NA,"0.745011","0.40","2.500000","0.850000",NA,"0.0800","0.0800","0.0800","0.1300","0.2000","0.2000","0.2000","0.2000","0.2000","0.1300","0.0800","0.0800",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.400","0.400","0.400","0.524","0.700","0.700","0.700","0.700","0.700","0.524","0.400","0.400",NA,NA,"0.3986",NA,"3.0","1.0","0.0"
"136","N51057","1","1","0","1","0","0","0","0","1","0.44","9.796698","0.092370","357.1292","0.110723","0.100E-05","0.920000","40.0","35.0","2.0","2.0","0.0","0.0","0.002791",NA,"1.175604","0.40","2.863173","0.300000",NA,"0.0800","0.0800","0.0800","0.1300","0.2000","0.2000","0.2000","0.2000","0.2000","0.1300","0.0800","0.0800",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.400","0.400","0.400","0.524","0.700","0.700","0.700","0.700","0.700","0.524","0.400","0.400",NA,NA,"0.3781",NA,"3.0","1.0","0.0"
"137","N51059","1","1","0","1","0","0","0","0","1","0.06","14.00000","0.071986","236.9131","0.108301","0.100E-05","0.920000","40.0","35.0","2.0","2.0","0.0","0.0","0.001200",NA,"1.680000","0.40","2.500000","0.417574",NA,"0.0800","0.0800","0.0800","0.1300","0.2000","0.2000","0.2000","0.2000","0.2000","0.1300","0.0800","0.0800",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.400","0.400","0.400","0.524","0.700","0.700","0.700","0.700","0.700","0.524","0.400","0.400",NA,NA,"0.3790",NA,"3.0","1.0","0.0"
"138","N51061","1","1","0","1","0","0","0","0","1","0.11","7.870293","0.031857","341.5245","0.136028","0.100E-05","0.920000","40.0","35.0","2.0","2.0","0.0","0.0","0.003354",NA,"0.944435","0.40","2.500000","0.417956",NA,"0.0800","0.0800","0.0800","0.1300","0.2000","0.2000","0.2000","0.2000","0.2000","0.1300","0.0800","0.0800",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.400","0.400","0.400","0.524","0.700","0.700","0.700","0.700","0.700","0.524","0.400","0.400",NA,NA,"0.3697",NA,"3.0","1.0","0.0"
"139","N51065","1","1","0","1","0","0","0","0","1","0.25","10.19396","0.041098","365.0123","0.110392","0.000295","0.958052","40.0","35.0","2.0","2.0","0.0","0.0","0.001200",NA,"1.223275","0.40","2.500000","0.380150",NA,"0.0800","0.0800","0.0800","0.1300","0.2000","0.2000","0.2000","0.2000","0.2000","0.1300","0.0800","0.0800",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.400","0.400","0.400","0.524","0.700","0.700","0.700","0.700","0.700","0.524","0.400","0.400",NA,NA,"0.3782",NA,"3.0","1.0","0.0"
"140","N51069","1","1","0","1","0","0","0","0","1","0.10","7.290406","0.034985","442.3693","0.186507","0.069270","0.920000","40.0","35.0","2.0","2.0","0.0","0.0","0.078850",NA,"0.874849","0.40","2.500000","0.316633",NA,"0.0800","0.0800","0.0800","0.1300","0.2000","0.2000","0.2000","0.2000","0.2000","0.1300","0.0800","0.0800",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.400","0.400","0.400","0.524","0.700","0.700","0.700","0.700","0.700","0.524","0.400","0.400",NA,NA,"0.3540",NA,"3.0","1.0","0.0"
"141","N51071","1","1","0","1","0","0","0","0","1","0.03","6.000000","0.108648","519.0235","0.303677","0.009949","0.939972","40.0","35.0","2.0","2.0","0.0","0.0","0.600000",NA,"0.720000","0.40","2.500000","0.471248",NA,"0.0800","0.0800","0.0800","0.1300","0.2000","0.2000","0.2000","0.2000","0.2000","0.1300","0.0800","0.0800",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.400","0.400","0.400","0.524","0.700","0.700","0.700","0.700","0.700","0.524","0.400","0.400",NA,NA,"0.3222",NA,"3.0","1.0","0.0"
"142","N51073","1","1","0","1","0","0","0","0","1","0.57","9.796698","0.092370","262.5829","0.062291","0.100E-05","0.920000","40.0","35.0","2.0","2.0","0.0","0.0","0.002791",NA,"1.175604","0.40","2.863173","0.300000",NA,"0.0800","0.0800","0.0800","0.1300","0.2000","0.2000","0.2000","0.2000","0.2000","0.1300","0.0800","0.0800",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.400","0.400","0.400","0.524","0.700","0.700","0.700","0.700","0.700","0.524","0.400","0.400",NA,NA,"0.3954",NA,"3.0","1.0","0.0"
"143","N51075","1","1","0","1","0","0","0","0","1","0.23","11.40081","0.028757","259.6048","0.088990","0.002925","0.976200","40.0","35.0","2.0","2.0","0.0","0.0","0.001200",NA,"1.368097","0.40","2.761332","0.301657",NA,"0.0800","0.0800","0.0800","0.1300","0.2000","0.2000","0.2000","0.2000","0.2000","0.1300","0.0800","0.0800",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.400","0.400","0.400","0.524","0.700","0.700","0.700","0.700","0.700","0.524","0.400","0.400",NA,NA,"0.3857",NA,"3.0","1.0","0.0"
"144","H51079","1","1","0","1","0","0","0","0","1","0.03","9.044705","0.055546","999.0000","0.351873","0.000011","0.932557","40.0","35.0","2.0","2.0","0.0","0.0","0.011344",NA,"1.085365","0.40","2.500000","0.312688",NA,"0.0800","0.0800","0.0800","0.1300","0.2000","0.2000","0.2000","0.2000","0.2000","0.1300","0.0800","0.0800",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.400","0.400","0.400","0.524","0.700","0.700","0.700","0.700","0.700","0.524","0.400","0.400",NA,NA,"0.3107",NA,"3.0","1.0","0.0"
"145","L51079","1","1","0","1","0","0","0","0","1","0.29","8.116329","0.034321","287.4265","0.132220","0.000036","0.932985","40.0","35.0","2.0","2.0","0.0","0.0","0.092585",NA,"0.973960","0.40","2.500000","0.300000",NA,"0.0800","0.0800","0.0800","0.1300","0.2000","0.2000","0.2000","0.2000","0.2000","0.1300","0.0800","0.0800",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.400","0.400","0.400","0.524","0.700","0.700","0.700","0.700","0.700","0.524","0.400","0.400",NA,NA,"0.3710",NA,"3.0","1.0","0.0"
"146","N51079","1","1","0","1","0","0","0","0","1","0.15","8.705758","0.043624","510.9113","0.248300","0.000020","0.932212","40.0","35.0","2.0","2.0","0.0","0.0","0.031679",NA,"1.044691","0.40","2.500000","0.309247",NA,"0.0800","0.0800","0.0800","0.1300","0.2000","0.2000","0.2000","0.2000","0.2000","0.1300","0.0800","0.0800",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.400","0.400","0.400","0.524","0.700","0.700","0.700","0.700","0.700","0.524","0.400","0.400",NA,NA,"0.3365",NA,"3.0","1.0","0.0"
"147","N51085","1","1","0","1","0","0","0","0","1","0.25","12.03705","0.071634","326.5939","0.070366","0.100E-05","0.932785","40.0","35.0","2.0","2.0","0.0","0.0","0.001200",NA,"1.444446","0.40","2.500000","0.465290",NA,"0.0800","0.0800","0.0800","0.1300","0.2000","0.2000","0.2000","0.2000","0.2000","0.1300","0.0800","0.0800",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.400","0.400","0.400","0.524","0.700","0.700","0.700","0.700","0.700","0.524","0.400","0.400",NA,NA,"0.3924",NA,"3.0","1.0","0.0"
"148","N51087","1","1","0","1","0","0","0","0","1","0.26","6.208424","0.117649","179.4241","0.047155","0.100E-05","0.937337","40.0","35.0","2.0","2.0","0.0","0.0","0.600000",NA,"0.745011","0.40","2.500000","0.850000",NA,"0.0800","0.0800","0.0800","0.1300","0.2000","0.2000","0.2000","0.2000","0.2000","0.1300","0.0800","0.0800",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.400","0.400","0.400","0.524","0.700","0.700","0.700","0.700","0.700","0.524","0.400","0.400",NA,NA,"0.4011",NA,"3.0","1.0","0.0"
"149","L51091","1","1","0","1","0","0","0","0","1","0.26","9.693123","0.143497","458.1767","0.285557","0.513434","0.965021","40.0","35.0","2.0","2.0","0.0","0.0","0.005189",NA,"1.163175","0.40","2.500000","0.349258",NA,"0.0800","0.0800","0.0800","0.1300","0.2000","0.2000","0.2000","0.2000","0.2000","0.1300","0.0800","0.0800",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.400","0.400","0.400","0.524","0.700","0.700","0.700","0.700","0.700","0.524","0.400","0.400",NA,NA,"0.3267",NA,"3.0","1.0","0.0"
"150","N51091","1","1","0","1","0","0","0","0","1","0.11","6.000000","0.040403","736.6670","0.360181","0.000404","0.920000","40.0","35.0","2.0","2.0","0.0","0.0","0.600000",NA,"0.720000","0.40","2.500000","0.362480",NA,"0.0800","0.0800","0.0800","0.1300","0.2000","0.2000","0.2000","0.2000","0.2000","0.1300","0.0800","0.0800",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.400","0.400","0.400","0.524","0.700","0.700","0.700","0.700","0.700","0.524","0.400","0.400",NA,NA,"0.3088",NA,"3.0","1.0","0.0"
"151","N51093","1","1","0","1","0","0","0","0","1","0.59","6.208424","0.117649","221.5358","0.041837","0.100E-05","0.937337","40.0","35.0","2.0","2.0","0.0","0.0","0.600000",NA,"0.745011","0.40","2.500000","0.850000",NA,"0.0800","0.0800","0.0800","0.1300","0.2000","0.2000","0.2000","0.2000","0.2000","0.1300","0.0800","0.0800",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.400","0.400","0.400","0.524","0.700","0.700","0.700","0.700","0.700","0.524","0.400","0.400",NA,NA,"0.4031",NA,"3.0","1.0","0.0"
"152","N51095","1","1","0","1","0","0","0","0","1","0.32","6.208424","0.117649","155.6342","0.108067","0.100E-05","0.937337","40.0","35.0","2.0","2.0","0.0","0.0","0.600000",NA,"0.745011","0.40","2.500000","0.850000",NA,"0.0800","0.0800","0.0800","0.1300","0.2000","0.2000","0.2000","0.2000","0.2000","0.1300","0.0800","0.0800",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.400","0.400","0.400","0.524","0.700","0.700","0.700","0.700","0.700","0.524","0.400","0.400",NA,NA,"0.3790",NA,"3.0","1.0","0.0"
"153","N51097","1","1","0","1","0","0","0","0","1","0.55","10.27851","0.077234","502.5717","0.087574","0.262E-05","0.940863","40.0","35.0","2.0","2.0","0.0","0.0","0.001200",NA,"1.233421","0.40","2.500000","0.494231",NA,"0.0800","0.0800","0.0800","0.1300","0.2000","0.2000","0.2000","0.2000","0.2000","0.1300","0.0800","0.0800",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.400","0.400","0.400","0.524","0.700","0.700","0.700","0.700","0.700","0.524","0.400","0.400",NA,NA,"0.3862",NA,"3.0","1.0","0.0"
"154","N51099","1","1","0","1","0","0","0","0","1","0.15","9.796698","0.092370","357.5268","0.119573","0.100E-05","0.920000","40.0","35.0","2.0","2.0","0.0","0.0","0.002791",NA,"1.175604","0.40","2.863173","0.300000",NA,"0.0800","0.0800","0.0800","0.1300","0.2000","0.2000","0.2000","0.2000","0.2000","0.1300","0.0800","0.0800",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.400","0.400","0.400","0.524","0.700","0.700","0.700","0.700","0.700","0.524","0.400","0.400",NA,NA,"0.3751",NA,"3.0","1.0","0.0"
"155","N51101","1","1","0","1","0","0","0","0","1","0.39","10.39961","0.061151","319.1485","0.086010","0.397E-05","0.942384","40.0","35.0","2.0","2.0","0.0","0.0","0.001200",NA,"1.247953","0.40","2.500000","0.471282",NA,"0.0800","0.0800","0.0800","0.1300","0.2000","0.2000","0.2000","0.2000","0.2000","0.1300","0.0800","0.0800",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.400","0.400","0.400","0.524","0.700","0.700","0.700","0.700","0.700","0.524","0.400","0.400",NA,NA,"0.3867",NA,"3.0","1.0","0.0"
"156","N51103","1","1","0","1","0","0","0","0","1","0.57","14.00000","0.052006","281.7778","0.083313","0.100E-05","0.920000","40.0","35.0","2.0","2.0","0.0","0.0","0.001200",NA,"1.680000","0.40","2.500000","0.339934",NA,"0.0800","0.0800","0.0800","0.1300","0.2000","0.2000","0.2000","0.2000","0.2000","0.1300","0.0800","0.0800",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.400","0.400","0.400","0.524","0.700","0.700","0.700","0.700","0.700","0.524","0.400","0.400",NA,NA,"0.3877",NA,"3.0","1.0","0.0"
